test_id,test,ablation,model,county_id,weighted_mae,baseline_mae,delta_mae
A,2014_2018,B_plus_structure,lightgbm,06,0.019302720868703774,0.013854566408752596,0.005448154459951178
A,2014_2018,B_plus_structure,lightgbm,07,0.019180031160689944,0.015151195317151984,0.00402883584353796
A,2014_2018,B_plus_structure,lightgbm,08,0.0191498966087364,0.013726688490448752,0.005423208118287649
A,2014_2018,B_plus_structure,lightgbm,09,0.01819549095819839,0.015163759271126665,0.0030317316870717252
A,2014_2018,B_plus_structure,lightgbm,10,0.021719392426948435,0.012334346917730513,0.009385045509217923
A,2014_2018,B_plus_structure,lightgbm,12,0.021906202796161088,0.014275196006338775,0.007631006789822313
A,2014_2018,B_plus_structure,lightgbm,13,0.019517562615844104,0.013484349925191883,0.006033212690652221
A,2014_2018,B_plus_structure,lightgbm,14,0.019118883676302496,0.013355199971251216,0.00576368370505128
A,2014_2018,B_plus_structure,lightgbm,17,0.019666309395944204,0.013828467340715514,0.005837842055228691
A,2014_2018,B_plus_structure,lightgbm,18,0.01864105092814361,0.01376644349177724,0.00487460743636637
A,2014_2018,B_plus_structure,lightgbm,19,0.0207865568790178,0.01309646276871199,0.007690094110305811
A,2014_2018,B_plus_structure,lightgbm,20,0.019316927095006785,0.014335025502625222,0.004981901592381563
A,2014_2018,B_plus_structure,lightgbm,21,0.0177356903307512,0.0128227044944627,0.0049129858362884984
A,2014_2018,B_plus_structure,lightgbm,22,0.01927009269692552,0.014329307564465033,0.004940785132460487
A,2014_2018,B_plus_structure,lightgbm,23,0.018713947125954998,0.013303269147549226,0.005410677978405772
A,2014_2018,B_plus_structure,lightgbm,24,0.016892586007402094,0.015656378098337243,0.0012362079090648508
A,2014_2018,B_plus_structure,lightgbm,25,0.019944380755017543,0.014077037201450798,0.005867343553566745
A,2014_2018,B_plus_structure,ridge,01,0.022436965607991067,0.017502617474708018,0.004934348133283049
A,2014_2018,B_plus_structure,ridge,03,0.024436500194940952,0.01687479314052495,0.007561707054416004
A,2014_2018,B_plus_structure,ridge,04,0.020159680117288067,0.012571055742271652,0.007588624375016416
A,2014_2018,B_plus_structure,ridge,05,0.019858701580296786,0.013504032243188746,0.00635466933710804
A,2014_2018,B_plus_structure,ridge,06,0.021700072533735442,0.013854566408752596,0.007845506124982846
A,2014_2018,B_plus_structure,ridge,07,0.023441615390487572,0.015151195317151984,0.008290420073335587
A,2014_2018,B_plus_structure,ridge,08,0.02180801858101884,0.013726688490448752,0.008081330090570087
A,2014_2018,B_plus_structure,ridge,09,0.018279616064605778,0.015163759271126665,0.0031158567934791125
A,2014_2018,B_plus_structure,ridge,10,0.02733027846420415,0.012334346917730513,0.014995931546473638
A,2014_2018,B_plus_structure,ridge,12,0.028942142025638478,0.014275196006338775,0.014666946019299703
A,2014_2018,B_plus_structure,ridge,13,0.020884220988931595,0.013484349925191883,0.007399871063739712
A,2014_2018,B_plus_structure,ridge,14,0.021937128440984992,0.013355199971251216,0.008581928469733775
A,2014_2018,B_plus_structure,ridge,17,0.020717861273010174,0.013828467340715514,0.0068893939322946605
A,2014_2018,B_plus_structure,ridge,18,0.02117132654315792,0.01376644349177724,0.0074048830513806785
A,2014_2018,B_plus_structure,ridge,19,0.022768650680891817,0.01309646276871199,0.009672187912179827
A,2014_2018,B_plus_structure,ridge,20,0.02318622728481398,0.014335025502625222,0.00885120178218876
A,2014_2018,B_plus_structure,ridge,21,0.01980704887794074,0.0128227044944627,0.006984344383478041
A,2014_2018,B_plus_structure,ridge,22,0.01855429440258097,0.014329307564465033,0.004224986838115938
A,2014_2018,B_plus_structure,ridge,23,0.018769856196069697,0.013303269147549226,0.005466587048520471
A,2014_2018,B_plus_structure,ridge,24,0.017358567486952144,0.015656378098337243,0.0017021893886149005
A,2014_2018,B_plus_structure,ridge,25,0.01952549340898518,0.014077037201450798,0.005448456207534383
A,2014_2018,C_plus_turnout_size,elastic_net,01,0.021772163862695967,0.017502617474708018,0.00426954638798795
