party,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9
V,-0.06213662108033792,0.05072624164088354,0.04234200380774025,0.23523065775944768,-0.18167157675463635,-0.763359658074107,-0.43747741479496205,0.1349794508470976,0.3333333333333345
S,-0.7222965517586181,-0.4666648246673758,0.02325893722748722,-0.36896915623104465,0.08581024363069549,0.06292615881705263,-0.036026571071234276,0.010014590120713875,0.33333333333333354
MP,-0.08967320705500627,0.04067233671397694,-0.12065201159436567,0.4606083434727894,-0.40926929217871594,0.6000756403267254,-0.34033644429456616,0.09515980729280749,0.3333333333333329
C,-0.005034264439175795,0.024181092613964384,-0.11201436838542735,0.43098008584448017,0.7167438905894647,0.028208893538878586,0.23790806519871127,0.34477524976792445,0.33333333333333226
L,0.0025992212498868847,0.07680834111621869,0.03654026582917343,-0.004074634285887681,-0.4987289585379973,-0.1251540952848474,0.7556711059666984,0.2149369115750713,0.3333333333333328
M,0.0624553183664166,0.5636318377193681,-0.5126923277813057,-0.5238114397489058,0.07992437624103568,0.05511344991657951,-0.13483330073200747,0.04970019077002608,0.3333333333333336
KD,-0.0030597984298225004,0.05614085667134898,-0.05119187730476514,0.20448041004094267,0.09356725273111326,-0.0613557691810112,0.15747205360680938,-0.8966482451215634,0.3333333333333333
SD,0.6621272900610414,-0.6148994748246183,-0.13375821766251442,-0.21241363668364968,-0.006750367486866475,0.03374738590776536,-0.0871915533161167,0.024027945767381577,0.3333333333333336
OTHER,0.15501861308561718,0.2694035930162345,0.8281675958639775,-0.22203063016817084,0.12037443176590895,0.1697979940329662,-0.11518594056332901,0.023054098980541907,0.33333333333333326
