transition_id,pc1_explained,pc2_explained,largest_pc1_loading_party
2010_2014,0.3635306951578099,0.21787116392284517,S
2014_2018,0.3433631969727186,0.21262857269232843,S
2018_2022,0.5134546979512041,0.18180979326284516,S
