transition_id,model,weighted_mae,districts
2010_2014,B0_no_change,0.028431002255528314,4319
2010_2014,B1_uniform_swing,0.01534126543657863,4319
2010_2014,B2_proportional_swing,0.013947841765075297,4319
2014_2018,B0_no_change,0.027935530609520302,4631
2014_2018,B1_uniform_swing,0.017101614733359336,4631
2014_2018,B2_proportional_swing,0.014653774801774324,4631
2018_2022,B0_no_change,0.019552798857984815,4164
2018_2022,B1_uniform_swing,0.015544007766893011,4164
2018_2022,B2_proportional_swing,0.014691687112835534,4164
