party,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9
V,-0.14584416991522556,0.566353763737979,0.06351131892153375,-0.14374914668497227,0.5377833295762712,0.13928067647365594,-0.40047802185292186,-0.2305897094198142,0.3333333333333325
S,0.8932625350209608,-0.1419511510461422,-0.10526530241380197,-0.02111887848739107,0.20233147700671417,-0.03261576085547271,-0.06362321831625237,0.1150838123275349,0.33333333333333276
MP,-0.003914022502642335,0.021505841893677116,0.03369032287118063,-0.19224595710151451,-0.6493422294261448,0.49623440507373473,-0.4007747281314017,0.14765914736426305,0.3333333333333335
C,0.05585362778996174,0.34253026274513526,0.10578929514401027,0.6372174249138478,-0.37105485247445896,-0.40734809163021296,0.014934193114328323,-0.21764112031240734,0.33333333333333354
L,0.005479454908325782,-0.012441292552325279,0.012806352576620968,-0.11582823816820859,-0.026732266429371456,0.39807831478155026,0.6877845387039903,-0.49284415876717613,0.33333333333333354
M,-0.30338331860708295,-0.3437808290486819,-0.7398354658003865,0.3010780603898191,0.15496700427845594,0.060940472736036505,-0.11028632239843171,0.027678349187976937,0.3333333333333329
KD,-0.1383019278419706,-0.14528675836267724,-0.06964864210404509,-0.6249009193670463,-0.1622287647673934,-0.6351493548201878,-0.015176600217245654,-0.15276755832054714,0.33333333333333315
SD,-0.19797633542543974,-0.5681360566017961,0.6460571029491594,0.1993408710042189,0.22817220529690416,0.018331449328800504,-0.12814798296135266,0.031122575792695995,0.33333333333333276
OTHER,-0.16517584342688715,0.2812062192348297,0.05289501785572832,-0.039793216498753746,0.08610409693902707,-0.037752111087904064,0.41576814205928486,0.772298662147472,0.3333333333333343
