test_id,test,ablation,model,party,weighted_mae,baseline_mae,delta_mae
B0,2018_2022,C_plus_turnout_size,lightgbm,OTHER,0.01669956225909767,0.007372434611320822,0.00932712764777685
B0,2018_2022,C_plus_turnout_size,lightgbm,S,0.026093380587147517,0.032124659196994566,-0.006031278609847049
B0,2018_2022,C_plus_turnout_size,lightgbm,SD,0.01964255263894945,0.018627705812195687,0.0010148468267537625
B0,2018_2022,C_plus_turnout_size,lightgbm,V,0.022740629073837188,0.013029969861245504,0.009710659212591684
B0,2018_2022,C_plus_turnout_size,ridge,C,0.017942418815302463,0.012514718684443852,0.005427700130858611
B0,2018_2022,C_plus_turnout_size,ridge,KD,0.009656252506083672,0.011773950169547204,-0.0021176976634635324
B0,2018_2022,C_plus_turnout_size,ridge,L,0.00810137344854704,0.00835506604685411,-0.00025369259830707036
B0,2018_2022,C_plus_turnout_size,ridge,M,0.023306166355941925,0.01931022898290317,0.003995937373038754
B0,2018_2022,C_plus_turnout_size,ridge,MP,0.009984695747924406,0.009116450650014915,0.0008682450979094914
B0,2018_2022,C_plus_turnout_size,ridge,OTHER,0.012197763729640675,0.007372434611320822,0.004825329118319853
B0,2018_2022,C_plus_turnout_size,ridge,S,0.024636091347374153,0.032124659196994566,-0.007488567849620414
B0,2018_2022,C_plus_turnout_size,ridge,SD,0.020278817375202846,0.018627705812195687,0.0016511115630071585
B0,2018_2022,C_plus_turnout_size,ridge,V,0.027389213224007537,0.013029969861245504,0.014359243362762033
