party,V,S,MP,C,L,M,KD,SD,OTHER
V,1.0,0.011463451793142166,0.00908449661807125,-0.06106268428091303,-0.006501442433951012,-0.12531740014171633,-0.021548832157024786,-0.25451178113514206,-0.06557659228249907
S,0.011463451793142159,1.0000000000000002,0.036119171694573425,-0.09811183632986821,-0.12155433661326741,-0.3143838473622393,-0.13162143240871643,-0.42057734424082704,-0.3066884604753674
MP,0.009084496618071246,0.03611917169457341,0.9999999999999999,0.003767301588971255,0.003491301223421794,-0.0821373516404464,0.021059570939281076,-0.26142270870141465,-0.2718110094254426
C,-0.06106268428091303,-0.09811183632986821,0.003767301588971253,1.0,-0.2902059495688921,-0.05611923187312,0.10252098001215984,-0.09178948856121592,-0.1888209931256046
L,-0.006501442433951015,-0.12155433661326738,0.0034913012234217937,-0.2902059495688922,1.0000000000000002,0.007535887851104852,-0.10493227574783727,-0.1256759686434872,0.021295015463458907
M,-0.12531740014171633,-0.3143838473622393,-0.08213735164044639,-0.05611923187312,0.007535887851104852,1.0,-0.005390598979803978,-0.2159797912163221,-0.12370997200439396
KD,-0.021548832157024786,-0.13162143240871643,0.021059570939281076,0.10252098001215987,-0.10493227574783728,-0.005390598979803984,1.0000000000000002,-0.13743718553204445,-0.12710864201975344
SD,-0.25451178113514206,-0.42057734424082704,-0.26142270870141465,-0.09178948856121594,-0.12567596864348726,-0.21597979121632205,-0.13743718553204448,0.9999999999999999,-0.06012709013013345
OTHER,-0.06557659228249907,-0.3066884604753674,-0.2718110094254426,-0.1888209931256046,0.021295015463458904,-0.12370997200439396,-0.12710864201975344,-0.06012709013013346,1.0000000000000002
