target_year,outcome,baseline_weighted_mae,candidate_weighted_mae,relative_improvement,baseline_unweighted_mae,candidate_unweighted_mae,observations,weight_sum
2014,named_party_share,0.007509371557754902,0.009376313513240132,-0.24861493949613467,0.00922840823015963,0.010979638891812814,2320,6231573.0
2014,turnout,0.006526437878590505,0.006087903305646118,0.06719355659278813,0.007891456810062019,0.0068501943693540625,290,7330432.0
2018,named_party_share,0.009629116327912366,0.010132783978413312,-0.052306736500933225,0.010676310123859787,0.010426885987710823,2320,6476725.0
2018,turnout,0.0035666324140911673,0.005097727446407448,-0.42928310365463535,0.0050550624663566876,0.007357098650913974,290,7495936.0
2022,named_party_share,0.009045030038714827,0.009327194005389795,-0.03119547038177214,0.010783010192318488,0.009768399599147593,2320,6477970.0
2022,turnout,0.009009294212006398,0.007738748915895878,0.14102606333105477,0.010567181543112333,0.008916100973409643,290,7775390.0
