transition_id,model,party,weighted_mae,weighted_observations
2018_2022,T0_calibrated_nonparty_poll,V,0.020694918018,4201935
2018_2022,T0_calibrated_prior_0,C,0.009763203072,4201935
2018_2022,T0_calibrated_prior_0,KD,0.011977041142,4201935
2018_2022,T0_calibrated_prior_0,L,0.013115581178,4201935
2018_2022,T0_calibrated_prior_0,M,0.026944649237,4201935
2018_2022,T0_calibrated_prior_0,MP,0.018389662684,4201935
2018_2022,T0_calibrated_prior_0,OTHER,0.009620728329,4201935
2018_2022,T0_calibrated_prior_0,S,0.031367398929,4201935
2018_2022,T0_calibrated_prior_0,SD,0.042859578595,4201935
2018_2022,T0_calibrated_prior_0,V,0.018861510687,4201935
2018_2022,T0_calibrated_prior_1000,C,0.017153907969,4201935
2018_2022,T0_calibrated_prior_1000,KD,0.015852161411,4201935
2018_2022,T0_calibrated_prior_1000,L,0.017441073732,4201935
2018_2022,T0_calibrated_prior_1000,M,0.041548422955,4201935
2018_2022,T0_calibrated_prior_1000,MP,0.021938445904,4201935
2018_2022,T0_calibrated_prior_1000,OTHER,0.010128590491,4201935
2018_2022,T0_calibrated_prior_1000,S,0.043703526704,4201935
2018_2022,T0_calibrated_prior_1000,SD,0.063995109539,4201935
2018_2022,T0_calibrated_prior_1000,V,0.033262103783,4201935
2018_2022,T0_calibrated_suppressed_zero,C,0.009819028879,4201935
2018_2022,T0_calibrated_suppressed_zero,KD,0.011920760674,4201935
2018_2022,T0_calibrated_suppressed_zero,L,0.013140314902,4201935
2018_2022,T0_calibrated_suppressed_zero,M,0.026776996866,4201935
2018_2022,T0_calibrated_suppressed_zero,MP,0.018370241153,4201935
2018_2022,T0_calibrated_suppressed_zero,OTHER,0.009684975745,4201935
2018_2022,T0_calibrated_suppressed_zero,S,0.031475449700,4201935
2018_2022,T0_calibrated_suppressed_zero,SD,0.042363639173,4201935
2018_2022,T0_calibrated_suppressed_zero,V,0.017938477538,4201935
2018_2022,T0_raw,C,0.009883212423,4201935
2018_2022,T0_raw,KD,0.013021140845,4201935
2018_2022,T0_raw,L,0.015910640439,4201935
2018_2022,T0_raw,M,0.024930939189,4201935
2018_2022,T0_raw,MP,0.023269702282,4201935
2018_2022,T0_raw,OTHER,0.006306088269,4201935
2018_2022,T0_raw,S,0.035211548542,4201935
2018_2022,T0_raw,SD,0.039228010138,4201935
2018_2022,T0_raw,V,0.018879566543,4201935
2018_2022,T0_shrunk_uncalibrated,C,0.012448481556,4201935
2018_2022,T0_shrunk_uncalibrated,KD,0.013849433834,4201935
2018_2022,T0_shrunk_uncalibrated,L,0.018428372501,4201935
2018_2022,T0_shrunk_uncalibrated,M,0.033969456108,4201935
2018_2022,T0_shrunk_uncalibrated,MP,0.025770925025,4201935
2018_2022,T0_shrunk_uncalibrated,OTHER,0.006482135555,4201935
2018_2022,T0_shrunk_uncalibrated,S,0.056770272674,4201935
2018_2022,T0_shrunk_uncalibrated,SD,0.049714847649,4201935
2018_2022,T0_shrunk_uncalibrated,V,0.021685605870,4201935
