transition_id,model,observed_delta_mae,ci_low,ci_high,draws
2014_2018,T0_calibrated,0.003022902037,0.002533652498,0.003557729328,2000
2014_2018,T0_calibrated_prior_0,-0.000788217016,-0.001271162800,-0.000320586329,2000
2014_2018,T0_calibrated_prior_1000,0.009872890526,0.009019922143,0.010704794504,2000
2014_2018,T0_calibrated_nonparty_poll,0.002327897355,0.001835014188,0.002892125881,2000
2018_2022,T0_calibrated,0.002268505775,0.001536891008,0.002944698729,2000
2018_2022,T0_calibrated_prior_0,-0.000937079227,-0.001249092892,-0.000584663721,2000
2018_2022,T0_calibrated_prior_1000,0.008187808399,0.006864497082,0.009579208134,2000
2018_2022,T0_calibrated_suppressed_zero,-0.001093686919,-0.001408023655,-0.000787947224,2000
2018_2022,T0_calibrated_nonparty_poll,0.000048544330,-0.000387796661,0.000444589109,2000
