wave_id,matrix_stage,previous_party,current_party,probability
scb_2018M05_original,CALIBRATED_1000,V,SD,0.156712659611
scb_2018M05_original,CALIBRATED_1000,V,OTHER,0.035125805109
scb_2018M05_original,CALIBRATED_1000,S,V,0.064986703269
scb_2018M05_original,CALIBRATED_1000,S,S,0.524879048533
scb_2018M05_original,CALIBRATED_1000,S,MP,0.033825960762
scb_2018M05_original,CALIBRATED_1000,S,C,0.054556274603
scb_2018M05_original,CALIBRATED_1000,S,L,0.029315566552
scb_2018M05_original,CALIBRATED_1000,S,M,0.114995885643
scb_2018M05_original,CALIBRATED_1000,S,KD,0.018150696754
scb_2018M05_original,CALIBRATED_1000,S,SD,0.136924038040
scb_2018M05_original,CALIBRATED_1000,S,OTHER,0.022365825844
scb_2018M05_original,CALIBRATED_1000,MP,V,0.092212143467
scb_2018M05_original,CALIBRATED_1000,MP,S,0.225066344136
scb_2018M05_original,CALIBRATED_1000,MP,MP,0.148922023927
scb_2018M05_original,CALIBRATED_1000,MP,C,0.102524075829
scb_2018M05_original,CALIBRATED_1000,MP,L,0.045531243095
scb_2018M05_original,CALIBRATED_1000,MP,M,0.169284802041
scb_2018M05_original,CALIBRATED_1000,MP,KD,0.028358316095
scb_2018M05_original,CALIBRATED_1000,MP,SD,0.150125442800
scb_2018M05_original,CALIBRATED_1000,MP,OTHER,0.037975608609
scb_2018M05_original,CALIBRATED_1000,C,V,0.067878776373
scb_2018M05_original,CALIBRATED_1000,C,S,0.195525974720
scb_2018M05_original,CALIBRATED_1000,C,MP,0.039760813382
scb_2018M05_original,CALIBRATED_1000,C,C,0.248027352970
scb_2018M05_original,CALIBRATED_1000,C,L,0.046111055496
scb_2018M05_original,CALIBRATED_1000,C,M,0.183517117670
scb_2018M05_original,CALIBRATED_1000,C,KD,0.029902390137
scb_2018M05_original,CALIBRATED_1000,C,SD,0.159167601732
scb_2018M05_original,CALIBRATED_1000,C,OTHER,0.030108917519
scb_2018M05_original,CALIBRATED_1000,L,V,0.065435895733
scb_2018M05_original,CALIBRATED_1000,L,S,0.199791089661
scb_2018M05_original,CALIBRATED_1000,L,MP,0.041408398955
scb_2018M05_original,CALIBRATED_1000,L,C,0.100831208326
scb_2018M05_original,CALIBRATED_1000,L,L,0.165611540180
scb_2018M05_original,CALIBRATED_1000,L,M,0.202167078170
scb_2018M05_original,CALIBRATED_1000,L,KD,0.035944804607
scb_2018M05_original,CALIBRATED_1000,L,SD,0.153718396431
scb_2018M05_original,CALIBRATED_1000,L,OTHER,0.035091587937
scb_2018M05_original,CALIBRATED_1000,M,V,0.042456834594
scb_2018M05_original,CALIBRATED_1000,M,S,0.124070301588
scb_2018M05_original,CALIBRATED_1000,M,MP,0.026734169727
scb_2018M05_original,CALIBRATED_1000,M,C,0.088848937561
scb_2018M05_original,CALIBRATED_1000,M,L,0.041263267759
scb_2018M05_original,CALIBRATED_1000,M,M,0.471273064800
scb_2018M05_original,CALIBRATED_1000,M,KD,0.023243270830
scb_2018M05_original,CALIBRATED_1000,M,SD,0.159619879031
scb_2018M05_original,CALIBRATED_1000,M,OTHER,0.022490274109
scb_2018M05_original,CALIBRATED_1000,KD,V,0.070487701167
scb_2018M05_original,CALIBRATED_1000,KD,S,0.205994608128
scb_2018M05_original,CALIBRATED_1000,KD,MP,0.044668075679
scb_2018M05_original,CALIBRATED_1000,KD,C,0.102451083407
scb_2018M05_original,CALIBRATED_1000,KD,L,0.044817550011
scb_2018M05_original,CALIBRATED_1000,KD,M,0.195537835993
scb_2018M05_original,CALIBRATED_1000,KD,KD,0.129258775288
scb_2018M05_original,CALIBRATED_1000,KD,SD,0.175087603346
scb_2018M05_original,CALIBRATED_1000,KD,OTHER,0.031696766981
scb_2018M05_original,CALIBRATED_1000,SD,V,0.062204785393
scb_2018M05_original,CALIBRATED_1000,SD,S,0.173168364627
scb_2018M05_original,CALIBRATED_1000,SD,MP,0.035229693001
scb_2018M05_original,CALIBRATED_1000,SD,C,0.067594041045
scb_2018M05_original,CALIBRATED_1000,SD,L,0.034512856419
scb_2018M05_original,CALIBRATED_1000,SD,M,0.159960715173
scb_2018M05_original,CALIBRATED_1000,SD,KD,0.026502647083
scb_2018M05_original,CALIBRATED_1000,SD,SD,0.411913417890
scb_2018M05_original,CALIBRATED_1000,SD,OTHER,0.028913479370
scb_2018M05_original,CALIBRATED_1000,OTHER,V,0.118647558256
scb_2018M05_original,CALIBRATED_1000,OTHER,S,0.228294861050
scb_2018M05_original,CALIBRATED_1000,OTHER,MP,0.053616874011
scb_2018M05_original,CALIBRATED_1000,OTHER,C,0.090861290870
scb_2018M05_original,CALIBRATED_1000,OTHER,L,0.041729466031
scb_2018M05_original,CALIBRATED_1000,OTHER,M,0.184779697796
scb_2018M05_original,CALIBRATED_1000,OTHER,KD,0.031375315573
scb_2018M05_original,CALIBRATED_1000,OTHER,SD,0.170451503560
scb_2018M05_original,CALIBRATED_1000,OTHER,OTHER,0.080243432852
scb_2018M05_original,CALIBRATED_NONPARTY_POLL,V,V,0.620345255498
scb_2018M05_original,CALIBRATED_NONPARTY_POLL,V,S,0.147564613321
scb_2018M05_original,CALIBRATED_NONPARTY_POLL,V,MP,0.033532557399
scb_2018M05_original,CALIBRATED_NONPARTY_POLL,V,C,0.035541634924
scb_2018M05_original,CALIBRATED_NONPARTY_POLL,V,L,0.007867107194
scb_2018M05_original,CALIBRATED_NONPARTY_POLL,V,M,0.052468187712
scb_2018M05_original,CALIBRATED_NONPARTY_POLL,V,KD,0.008090898887
scb_2018M05_original,CALIBRATED_NONPARTY_POLL,V,SD,0.060378998328
scb_2018M05_original,CALIBRATED_NONPARTY_POLL,V,OTHER,0.034210746736
scb_2018M05_original,CALIBRATED_NONPARTY_POLL,S,V,0.041486452482
scb_2018M05_original,CALIBRATED_NONPARTY_POLL,S,S,0.658064529036
scb_2018M05_original,CALIBRATED_NONPARTY_POLL,S,MP,0.026070487966
scb_2018M05_original,CALIBRATED_NONPARTY_POLL,S,C,0.034470378357
scb_2018M05_original,CALIBRATED_NONPARTY_POLL,S,L,0.019986076392
scb_2018M05_original,CALIBRATED_NONPARTY_POLL,S,M,0.093198770787
