party,weighted_mean_pp,weighted_std_pp,median_pp,mad_pp,p05_pp,p95_pp
V,-0.04297460640336877,2.0086359165004444,-0.2361112400133406,0.9084678936331474,-2.556758619574439,4.247123042848379
S,0.19982761244612168,4.280677879884824,0.07648084714934611,2.7598387542195013,-7.263786148137882,6.149434529186076
MP,0.027393434203302026,1.274551182413356,-0.03654110276748619,0.694213866731789,-1.8117705809613343,2.270668443094739
C,-0.17879497354304077,1.643789889412081,-0.06864626266241541,1.0203154147468652,-3.1763858020281606,2.34158032250885
L,-0.0605395069180694,1.1048066205512488,-0.0799519926606658,0.6485865946595368,-1.8151712503071111,1.7830697650204765
M,-0.1950757385934237,2.4177769751573335,-0.04037006662857556,1.6620440711565,-4.342820515144628,3.596455877471553
KD,0.003852173656676741,1.5288021937981406,0.02509581299195429,0.9560264257135128,-2.4201885300476524,2.6822937460938867
SD,0.24895863576432667,2.370556507116247,0.12574294919279333,1.5575780317058892,-3.525604714798269,4.409339399401564
OTHER,-0.0026470306125248697,1.4936836508869749,-0.13824377539018934,0.4745065196978087,-1.3873535061901656,2.1185538560114683
