election_year,checkpoint,checkpoint_at,reported_district_share,valu_to_count_weight,count_to_raw_weight,raw_mae,calibrated_valu_mae,proportional_count_mae,combined_mae,combined_V,combined_S,combined_MP,combined_C,combined_L,combined_M,combined_KD,combined_SD,combined_OTHER
2018,01:00,2018-09-10T01:00:00.000000,0.9935043304463691,0.9520845304220136,0.9999572545637708,0.0006284574338375772,0.00952044971367763,0.0009198515345420979,0.0007641762364424287,0.07962853267262199,0.28302615549024196,0.04317254183097545,0.08601449882697185,0.0547668415911819,0.19707566342615604,0.06414264835073089,0.17744249538932896,0.014730622421790938
2018,02:00,2018-09-10T02:00:00.000000,0.9978347768154564,0.952282553407935,0.9999952914626417,0.0006246384813920937,0.00952044971367763,0.0009306609649440251,0.000759983174532311,0.07968385817990656,0.2831614517326293,0.043137417854048975,0.08594626324144988,0.054752999042791656,0.19716948284763378,0.06410196993813852,0.17732900878093844,0.014717548382462817
2022,20:45,2022-09-11T20:45:00.000000,0.0011174968071519795,0.021861336664584632,1.2515932910308423e-6,0.0270701434955825,0.004379986279161287,0.012027474836977674,0.004296043679324129,0.0652602389450028,0.29772339430113964,0.05479998031424483,0.07434023448308177,0.04575390970749583,0.19570031154652584,0.04928645187186075,0.20884107288091716,0.00829440594973131
2022,21:00,2022-09-11T21:00:00.000000,0.008141762452107279,0.1400329489291598,0.00006737649003457416,0.01852775683712283,0.004379986279161287,0.009032474345797252,0.0042924806332178,0.06418515684359834,0.2958302325570912,0.054794024539814495,0.07244626799329763,0.04696595017166913,0.1963227490819904,0.05120154192651027,0.2092223073785604,0.009031769507468021
2022,21:15,2022-09-11T21:15:00.000000,0.036877394636015325,0.4244762954796031,0.001463932544042666,0.010284611403845385,0.004379986279161287,0.005645419882072281,0.0037051520365120375,0.06574608018377828,0.29232533429995533,0.05477124730698908,0.069162772281588,0.046801703886135596,0.1959103466796268,0.05465494246299611,0.2091746436176944,0.011452929281236325
2022,21:30,2022-09-11T21:30:00.000000,0.12611749680715198,0.7160986221899927,0.020402908570123893,0.0062079706565851146,0.004379986279161287,0.004061139234787712,0.003143004589931646,0.0688412875506389,0.29035267791192093,0.05356387534877987,0.06789284384722995,0.046584324859338895,0.1944350865158223,0.05503168370899034,0.2090640140829007,0.014234206174377989
2022,21:45,2022-09-11T21:45:00.000000,0.24233716475095785,0.8289646133682831,0.0928083631776595,0.004096353758779871,0.004379986279161287,0.002775575715707975,0.002168471556231235,0.06913727179973345,0.29422913097844877,0.05329333939352605,0.06714452533297616,0.046363777948956374,0.1922506346201234,0.05434308197987279,0.2084950861868609,0.014743151759502013
2022,22:00,2022-09-11T22:00:00.000000,0.24505108556832694,0.8305378205821881,0.0953178331778431,0.003985510849892825,0.004379986279161287,0.002726146510775674,0.002143394974463297,0.06909548180055634,0.29438605370501203,0.053327786487682875,0.06715918046847266,0.04640475490890411,0.19218235987803708,0.05430857832309717,0.20843673077734315,0.014699073650894472
2022,22:15,2022-09-11T22:15:00.000000,0.26708173690932313,0.8423119524720573,0.11722668715009628,0.0038156053797209783,0.004379986279161287,0.0023325268009554046,0.0018861589549638692,0.06907698938328538,0.2955080751583278,0.053383523008976023,0.0673538943643088,0.04637414484684542,0.19125562242745392,0.05413787100922918,0.2081752655162473,0.014734614285326192
2022,22:30,2022-09-11T22:30:00.000000,0.4251277139208174,0.8947651367515624,0.353539573961913,0.0019921583628908436,0.004379986279161287,0.0013981562324050863,0.0012366284357037205,0.06907982620813853,0.2999428728172623,0.052822488762253435,0.0674006080759033,0.04588273034534758,0.18963513062476606,0.05338767626988609,0.20703713770395926,0.014811529192483464
2022,23:00,2022-09-11T23:00:00.000000,0.6976372924648787,0.9331226511786812,0.8418614665332637,0.0005089311730492891,0.004379986279161287,0.0009438865723888029,0.00046182680536824305,0.06749100965600989,0.30281544799118754,0.050925500798756115,0.06755454016810945,0.045982058646912044,0.1903328035071013,0.0533017680070448,0.20690274330588168,0.014694127918997177
2022,00:00,2022-09-12T00:00:00.000000,0.9102809706257982,0.9479319058385424,0.9903790128670543,0.0008640979287396776,0.004379986279161287,0.0009327194964033991,0.0007477851466372441,0.06645981353092377,0.30452820651045964,0.050252612643584695,0.06718657217881636,0.0457076957993017,0.19052977572036808,0.05343069629592372,0.20734504038591614,0.01455958693470586
2022,01:00,2022-09-12T01:00:00.000000,0.9781289910600255,0.9513679699388218,0.9995002782030505,0.0008068479736706362,0.004379986279161287,0.0008808352711146156,0.0007331636632676117,0.06618915240670609,0.30468003845519065,0.050446427017807605,0.06729761714838924,0.04577560587979084,0.19067013262296773,0.053433019083371315,0.20701404400900134,0.014493963376775207
2022,02:00,2022-09-12T02:00:00.000000,0.9885057471264368,0.9518539014941894,0.9998648100581318,0.0007187325966185633,0.004379986279161287,0.0008638214164617485,0.0006672984916957785,0.06617397540024687,0.3045746258479397,0.050461729129754086,0.0673725962942937,0.045839652660216675,0.1909210622265302,0.05340651469422798,0.2067745885874179,0.014475255159372865
