transition_id,model,county_id,weighted_mae,weighted_observations
2018_2022,R1_published_point,03,0.021523323715,1306485
2018_2022,R1_published_point,04,0.018124036147,962316
2018_2022,R1_published_point,05,0.019593062129,1462167
2018_2022,R1_published_point,06,0.014875952812,1388394
2018_2022,R1_published_point,07,0.016291000360,625284
2018_2022,R1_published_point,08,0.016161876048,1222731
2018_2022,R1_published_point,09,0.016763010400,336528
2018_2022,R1_published_point,10,0.027004420881,710919
2018_2022,R1_published_point,12,0.027609524797,5102766
2018_2022,R1_published_point,13,0.020626072485,775053
2018_2022,R1_published_point,14,0.020937995993,5461776
2018_2022,R1_published_point,17,0.022987968792,1393164
2018_2022,R1_published_point,18,0.020590552922,1056843
2018_2022,R1_published_point,19,0.017030307594,1444428
2018_2022,R1_published_point,20,0.024828042276,1352628
2018_2022,R1_published_point,21,0.020923879985,1392777
2018_2022,R1_published_point,22,0.016256326087,849609
2018_2022,R1_published_point,23,0.017257939031,622431
2018_2022,R1_published_point,24,0.014669719801,859455
2018_2022,R1_published_point,25,0.014509406135,851994
2018_2022,R1_region_transition,01,0.026376345922,8639667
2018_2022,R1_region_transition,03,0.021517130169,1306485
2018_2022,R1_region_transition,04,0.018118915289,962316
2018_2022,R1_region_transition,05,0.019587995311,1462167
2018_2022,R1_region_transition,06,0.014867436539,1388394
2018_2022,R1_region_transition,07,0.016287845622,625284
2018_2022,R1_region_transition,08,0.016160827341,1222731
2018_2022,R1_region_transition,09,0.016758920790,336528
2018_2022,R1_region_transition,10,0.027005539117,710919
2018_2022,R1_region_transition,12,0.027606510297,5102766
2018_2022,R1_region_transition,13,0.020618851800,775053
2018_2022,R1_region_transition,14,0.020934900564,5461776
2018_2022,R1_region_transition,17,0.022985996774,1393164
2018_2022,R1_region_transition,18,0.020585215258,1056843
2018_2022,R1_region_transition,19,0.017033075414,1444428
2018_2022,R1_region_transition,20,0.024822183503,1352628
2018_2022,R1_region_transition,21,0.020925262022,1392777
2018_2022,R1_region_transition,22,0.016250265133,849609
2018_2022,R1_region_transition,23,0.017252198453,622431
2018_2022,R1_region_transition,24,0.014662932283,859455
2018_2022,R1_region_transition,25,0.014505191961,851994
2018_2022,R1_suppressed_zero,01,0.026627657552,8639667
2018_2022,R1_suppressed_zero,03,0.021756224541,1306485
2018_2022,R1_suppressed_zero,04,0.018420230795,962316
2018_2022,R1_suppressed_zero,05,0.019849011226,1462167
2018_2022,R1_suppressed_zero,06,0.015663471642,1388394
2018_2022,R1_suppressed_zero,07,0.017326243845,625284
2018_2022,R1_suppressed_zero,08,0.017101143495,1222731
2018_2022,R1_suppressed_zero,09,0.018112401863,336528
2018_2022,R1_suppressed_zero,10,0.027291640268,710919
2018_2022,R1_suppressed_zero,12,0.027814737800,5102766
2018_2022,R1_suppressed_zero,13,0.021089203935,775053
2018_2022,R1_suppressed_zero,14,0.021367192324,5461776
2018_2022,R1_suppressed_zero,17,0.024171747685,1393164
2018_2022,R1_suppressed_zero,18,0.020828208595,1056843
2018_2022,R1_suppressed_zero,19,0.017311886994,1444428
2018_2022,R1_suppressed_zero,20,0.026354176160,1352628
2018_2022,R1_suppressed_zero,21,0.022183637186,1392777
2018_2022,R1_suppressed_zero,22,0.017099092876,849609
2018_2022,R1_suppressed_zero,23,0.018164232371,622431
2018_2022,R1_suppressed_zero,24,0.015425381247,859455
2018_2022,R1_suppressed_zero,25,0.015245668120,851994
2018_2022,T_nat,01,0.021219429913,8639667
2018_2022,T_nat,03,0.022346067393,1306485
2018_2022,T_nat,04,0.018157167745,962316
2018_2022,T_nat,05,0.019962987357,1462167
2018_2022,T_nat,06,0.019587832572,1388394
2018_2022,T_nat,07,0.019294183668,625284
2018_2022,T_nat,08,0.020021717674,1222731
2018_2022,T_nat,09,0.017420116447,336528
2018_2022,T_nat,10,0.018347892383,710919
2018_2022,T_nat,12,0.021106473512,5102766
2018_2022,T_nat,13,0.018187010020,775053
2018_2022,T_nat,14,0.019185664105,5461776
2018_2022,T_nat,17,0.020635060293,1393164
2018_2022,T_nat,18,0.021303558115,1056843
2018_2022,T_nat,19,0.017617799905,1444428
2018_2022,T_nat,20,0.022120554351,1352628
2018_2022,T_nat,21,0.018782937524,1392777
2018_2022,T_nat,22,0.022136096067,849609
2018_2022,T_nat,23,0.021486297586,622431
2018_2022,T_nat,24,0.018787086203,859455
2018_2022,T_nat,25,0.019699001497,851994
