election_cycle,party,poll_share
2018,C,0.087000000000
2018,KD,0.029000000000
2018,L,0.044000000000
2018,M,0.226000000000
2018,MP,0.043000000000
2018,OTHER,0.029000000000
2018,S,0.283000000000
2018,SD,0.185000000000
2018,V,0.074000000000
2022,C,0.067000000000
2022,KD,0.052000000000
2022,L,0.034000000000
2022,M,0.213000000000
2022,MP,0.033000000000
2022,OTHER,0.020000000000
2022,S,0.333000000000
2022,SD,0.170000000000
2022,V,0.078000000000
