election_cycle,region_id,weight
2018,0180,0.092683661092
2018,SE01exkl0180,0.122632760621
2018,SE06,0.088340937352
2018,SE07+SE08,0.094242978458
2018,SE09,0.087272988698
2018,SE0A,0.201263469111
2018,SE12,0.169156326982
2018,SE2,0.144406877686
2022,0180,0.094369608097
2022,SE01exkl0180,0.125839988574
2022,SE06,0.086062940761
2022,SE07+SE08,0.091672720395
2022,SE09,0.085867934797
2022,SE0A,0.201488252164
2022,SE12,0.168849534294
2022,SE2,0.145849020917
