election_year,checkpoint,checkpoint_at,reported_districts,reported_district_share,reported_valid_votes,reported_valid_vote_share,matched_reported_districts,model,mae,max_party_error,largest_party_correct
2022,23:00,2022-09-11T23:00:00.000000,4370,0.6976372924648787,4161280,0.6682394368345856,2877,C2_reported_proportional_change,0.0009438865723888029,0.0024154484061016945,true
2022,00:00,2022-09-12T00:00:00.000000,5702,0.9102809706257982,5613818,0.9014953521060491,3786,B0_raw_reported_share,0.0008640979287396776,0.0019208791745343734,true
2022,00:00,2022-09-12T00:00:00.000000,5702,0.9102809706257982,5613818,0.9014953521060491,3786,B1_previous_national,0.012781776411671185,0.030021704650847858,true
2022,00:00,2022-09-12T00:00:00.000000,5702,0.9102809706257982,5613818,0.9014953521060491,3786,C1_reported_additive_change,0.0009683665718957726,0.0023113305694155706,true
2022,00:00,2022-09-12T00:00:00.000000,5702,0.9102809706257982,5613818,0.9014953521060491,3786,C2_reported_proportional_change,0.0009327194964033991,0.0019067124924450618,true
2022,01:00,2022-09-12T01:00:00.000000,6127,0.9781289910600255,6085603,0.977256978986962,4085,B0_raw_reported_share,0.0008068479736706362,0.0017546470668445835,true
2022,01:00,2022-09-12T01:00:00.000000,6127,0.9781289910600255,6085603,0.977256978986962,4085,B1_previous_national,0.012781776411671185,0.030021704650847858,true
2022,01:00,2022-09-12T01:00:00.000000,6127,0.9781289910600255,6085603,0.977256978986962,4085,C1_reported_additive_change,0.0009106153808897039,0.0021060090235558715,true
2022,01:00,2022-09-12T01:00:00.000000,6127,0.9781289910600255,6085603,0.977256978986962,4085,C2_reported_proportional_change,0.0008808352711146156,0.0015519929295237378,true
2022,02:00,2022-09-12T02:00:00.000000,6192,0.9885057471264368,6156091,0.9885762993459852,4117,B0_raw_reported_share,0.0007187325966185633,0.0016392346048835216,true
2022,02:00,2022-09-12T02:00:00.000000,6192,0.9885057471264368,6156091,0.9885762993459852,4117,B1_previous_national,0.012781776411671185,0.030021704650847858,true
2022,02:00,2022-09-12T02:00:00.000000,6192,0.9885057471264368,6156091,0.9885762993459852,4117,C1_reported_additive_change,0.0008885867372153604,0.00208512277725742,true
2022,02:00,2022-09-12T02:00:00.000000,6192,0.9885057471264368,6156091,0.9885762993459852,4117,C2_reported_proportional_change,0.0008638214164617485,0.0014869593348832422,true
