wave_id,matrix_stage,previous_party,current_party,probability,election_cycle
scb_2022M05,HIERARCHICAL_POSTERIOR_MEAN_RAKED,MP,M,0.038311717798,2022
scb_2022M05,HIERARCHICAL_POSTERIOR_MEAN_RAKED,MP,MP,0.495243132977,2022
scb_2022M05,HIERARCHICAL_POSTERIOR_MEAN_RAKED,MP,OTHER,0.013540893388,2022
scb_2022M05,HIERARCHICAL_POSTERIOR_MEAN_RAKED,MP,S,0.307061462553,2022
scb_2022M05,HIERARCHICAL_POSTERIOR_MEAN_RAKED,MP,SD,0.008217403720,2022
scb_2022M05,HIERARCHICAL_POSTERIOR_MEAN_RAKED,MP,V,0.080051397009,2022
scb_2022M05,HIERARCHICAL_POSTERIOR_MEAN_RAKED,OTHER,C,0.021525387884,2022
scb_2022M05,HIERARCHICAL_POSTERIOR_MEAN_RAKED,OTHER,KD,0.027940839481,2022
scb_2022M05,HIERARCHICAL_POSTERIOR_MEAN_RAKED,OTHER,L,0.034503862251,2022
scb_2022M05,HIERARCHICAL_POSTERIOR_MEAN_RAKED,OTHER,M,0.039405507415,2022
scb_2022M05,HIERARCHICAL_POSTERIOR_MEAN_RAKED,OTHER,MP,0.059512524097,2022
scb_2022M05,HIERARCHICAL_POSTERIOR_MEAN_RAKED,OTHER,OTHER,0.530356925589,2022
scb_2022M05,HIERARCHICAL_POSTERIOR_MEAN_RAKED,OTHER,S,0.064156405413,2022
scb_2022M05,HIERARCHICAL_POSTERIOR_MEAN_RAKED,OTHER,SD,0.104231749704,2022
scb_2022M05,HIERARCHICAL_POSTERIOR_MEAN_RAKED,OTHER,V,0.118366798168,2022
scb_2022M05,HIERARCHICAL_POSTERIOR_MEAN_RAKED,S,C,0.012143290731,2022
scb_2022M05,HIERARCHICAL_POSTERIOR_MEAN_RAKED,S,KD,0.005763658033,2022
scb_2022M05,HIERARCHICAL_POSTERIOR_MEAN_RAKED,S,L,0.005151075258,2022
scb_2022M05,HIERARCHICAL_POSTERIOR_MEAN_RAKED,S,M,0.027119467106,2022
scb_2022M05,HIERARCHICAL_POSTERIOR_MEAN_RAKED,S,MP,0.012768787516,2022
scb_2022M05,HIERARCHICAL_POSTERIOR_MEAN_RAKED,S,OTHER,0.005858376978,2022
scb_2022M05,HIERARCHICAL_POSTERIOR_MEAN_RAKED,S,S,0.873998850086,2022
scb_2022M05,HIERARCHICAL_POSTERIOR_MEAN_RAKED,S,SD,0.021872840749,2022
scb_2022M05,HIERARCHICAL_POSTERIOR_MEAN_RAKED,S,V,0.035323653543,2022
scb_2022M05,HIERARCHICAL_POSTERIOR_MEAN_RAKED,SD,C,0.000144081088,2022
scb_2022M05,HIERARCHICAL_POSTERIOR_MEAN_RAKED,SD,KD,0.028556716889,2022
scb_2022M05,HIERARCHICAL_POSTERIOR_MEAN_RAKED,SD,L,0.000195551921,2022
scb_2022M05,HIERARCHICAL_POSTERIOR_MEAN_RAKED,SD,M,0.094767053411,2022
scb_2022M05,HIERARCHICAL_POSTERIOR_MEAN_RAKED,SD,MP,0.004840979075,2022
scb_2022M05,HIERARCHICAL_POSTERIOR_MEAN_RAKED,SD,OTHER,0.029767900922,2022
scb_2022M05,HIERARCHICAL_POSTERIOR_MEAN_RAKED,SD,S,0.039741821034,2022
scb_2022M05,HIERARCHICAL_POSTERIOR_MEAN_RAKED,SD,SD,0.797262663531,2022
scb_2022M05,HIERARCHICAL_POSTERIOR_MEAN_RAKED,SD,V,0.004723232130,2022
scb_2022M05,HIERARCHICAL_POSTERIOR_MEAN_RAKED,V,C,0.001923856381,2022
scb_2022M05,HIERARCHICAL_POSTERIOR_MEAN_RAKED,V,KD,0.006095313353,2022
scb_2022M05,HIERARCHICAL_POSTERIOR_MEAN_RAKED,V,L,0.000506085561,2022
scb_2022M05,HIERARCHICAL_POSTERIOR_MEAN_RAKED,V,M,0.008195859977,2022
scb_2022M05,HIERARCHICAL_POSTERIOR_MEAN_RAKED,V,MP,0.026059884036,2022
scb_2022M05,HIERARCHICAL_POSTERIOR_MEAN_RAKED,V,OTHER,0.010707892593,2022
scb_2022M05,HIERARCHICAL_POSTERIOR_MEAN_RAKED,V,S,0.185346549198,2022
scb_2022M05,HIERARCHICAL_POSTERIOR_MEAN_RAKED,V,SD,0.015324880563,2022
scb_2022M05,HIERARCHICAL_POSTERIOR_MEAN_RAKED,V,V,0.745839678338,2022
scb_2022M05,PRIMARY_POSTERIOR_MEAN_RAKED,C,C,0.557013875373,2022
scb_2022M05,PRIMARY_POSTERIOR_MEAN_RAKED,C,KD,0.017630529900,2022
scb_2022M05,PRIMARY_POSTERIOR_MEAN_RAKED,C,L,0.045908328788,2022
scb_2022M05,PRIMARY_POSTERIOR_MEAN_RAKED,C,M,0.099073898262,2022
scb_2022M05,PRIMARY_POSTERIOR_MEAN_RAKED,C,MP,0.010628101670,2022
scb_2022M05,PRIMARY_POSTERIOR_MEAN_RAKED,C,OTHER,0.011455912512,2022
scb_2022M05,PRIMARY_POSTERIOR_MEAN_RAKED,C,S,0.240810627390,2022
scb_2022M05,PRIMARY_POSTERIOR_MEAN_RAKED,C,SD,0.008417772695,2022
scb_2022M05,PRIMARY_POSTERIOR_MEAN_RAKED,C,V,0.009060953410,2022
scb_2022M05,PRIMARY_POSTERIOR_MEAN_RAKED,KD,C,0.052952311604,2022
scb_2022M05,PRIMARY_POSTERIOR_MEAN_RAKED,KD,KD,0.495702506518,2022
scb_2022M05,PRIMARY_POSTERIOR_MEAN_RAKED,KD,L,0.021397928868,2022
scb_2022M05,PRIMARY_POSTERIOR_MEAN_RAKED,KD,M,0.245074066750,2022
scb_2022M05,PRIMARY_POSTERIOR_MEAN_RAKED,KD,MP,0.007923530263,2022
scb_2022M05,PRIMARY_POSTERIOR_MEAN_RAKED,KD,OTHER,0.028105704593,2022
scb_2022M05,PRIMARY_POSTERIOR_MEAN_RAKED,KD,S,0.078927559710,2022
scb_2022M05,PRIMARY_POSTERIOR_MEAN_RAKED,KD,SD,0.062694685615,2022
scb_2022M05,PRIMARY_POSTERIOR_MEAN_RAKED,KD,V,0.007221706080,2022
scb_2022M05,PRIMARY_POSTERIOR_MEAN_RAKED,L,C,0.113517591141,2022
scb_2022M05,PRIMARY_POSTERIOR_MEAN_RAKED,L,KD,0.021470688033,2022
scb_2022M05,PRIMARY_POSTERIOR_MEAN_RAKED,L,L,0.396711523607,2022
scb_2022M05,PRIMARY_POSTERIOR_MEAN_RAKED,L,M,0.224410317281,2022
scb_2022M05,PRIMARY_POSTERIOR_MEAN_RAKED,L,MP,0.029141140181,2022
scb_2022M05,PRIMARY_POSTERIOR_MEAN_RAKED,L,OTHER,0.000000000001,2022
scb_2022M05,PRIMARY_POSTERIOR_MEAN_RAKED,L,S,0.198684788192,2022
scb_2022M05,PRIMARY_POSTERIOR_MEAN_RAKED,L,SD,0.016063951562,2022
scb_2022M05,PRIMARY_POSTERIOR_MEAN_RAKED,L,V,0.000000000001,2022
scb_2022M05,PRIMARY_POSTERIOR_MEAN_RAKED,M,C,0.019919795628,2022
scb_2022M05,PRIMARY_POSTERIOR_MEAN_RAKED,M,KD,0.048743791770,2022
scb_2022M05,PRIMARY_POSTERIOR_MEAN_RAKED,M,L,0.021225305122,2022
scb_2022M05,PRIMARY_POSTERIOR_MEAN_RAKED,M,M,0.748151898039,2022
scb_2022M05,PRIMARY_POSTERIOR_MEAN_RAKED,M,MP,0.004182512848,2022
scb_2022M05,PRIMARY_POSTERIOR_MEAN_RAKED,M,OTHER,0.004617221438,2022
scb_2022M05,PRIMARY_POSTERIOR_MEAN_RAKED,M,S,0.071082567818,2022
scb_2022M05,PRIMARY_POSTERIOR_MEAN_RAKED,M,SD,0.078530934665,2022
scb_2022M05,PRIMARY_POSTERIOR_MEAN_RAKED,M,V,0.003545972672,2022
scb_2022M05,PRIMARY_POSTERIOR_MEAN_RAKED,MP,C,0.036863369865,2022
scb_2022M05,PRIMARY_POSTERIOR_MEAN_RAKED,MP,KD,0.000000000001,2022
scb_2022M05,PRIMARY_POSTERIOR_MEAN_RAKED,MP,L,0.027065493133,2022
scb_2022M05,PRIMARY_POSTERIOR_MEAN_RAKED,MP,M,0.045267299661,2022
scb_2022M05,PRIMARY_POSTERIOR_MEAN_RAKED,MP,MP,0.470245746108,2022
scb_2022M05,PRIMARY_POSTERIOR_MEAN_RAKED,MP,OTHER,0.012848557414,2022
scb_2022M05,PRIMARY_POSTERIOR_MEAN_RAKED,MP,S,0.323999971031,2022
scb_2022M05,PRIMARY_POSTERIOR_MEAN_RAKED,MP,SD,0.009174501871,2022
scb_2022M05,PRIMARY_POSTERIOR_MEAN_RAKED,MP,V,0.074535060916,2022
scb_2022M05,PRIMARY_POSTERIOR_MEAN_RAKED,OTHER,C,0.000000000001,2022
scb_2022M05,PRIMARY_POSTERIOR_MEAN_RAKED,OTHER,KD,0.046237873882,2022
scb_2022M05,PRIMARY_POSTERIOR_MEAN_RAKED,OTHER,L,0.000000000001,2022
scb_2022M05,PRIMARY_POSTERIOR_MEAN_RAKED,OTHER,M,0.056454729338,2022
scb_2022M05,PRIMARY_POSTERIOR_MEAN_RAKED,OTHER,MP,0.069473214160,2022
scb_2022M05,PRIMARY_POSTERIOR_MEAN_RAKED,OTHER,OTHER,0.503664734581,2022
scb_2022M05,PRIMARY_POSTERIOR_MEAN_RAKED,OTHER,S,0.068509799948,2022
scb_2022M05,PRIMARY_POSTERIOR_MEAN_RAKED,OTHER,SD,0.052751177959,2022
scb_2022M05,PRIMARY_POSTERIOR_MEAN_RAKED,OTHER,V,0.202908470131,2022
scb_2022M05,PRIMARY_POSTERIOR_MEAN_RAKED,S,C,0.013784898465,2022
scb_2022M05,PRIMARY_POSTERIOR_MEAN_RAKED,S,KD,0.006746608450,2022
scb_2022M05,PRIMARY_POSTERIOR_MEAN_RAKED,S,L,0.005352682848,2022
scb_2022M05,PRIMARY_POSTERIOR_MEAN_RAKED,S,M,0.028603751671,2022
scb_2022M05,PRIMARY_POSTERIOR_MEAN_RAKED,S,MP,0.014494597234,2022
scb_2022M05,PRIMARY_POSTERIOR_MEAN_RAKED,S,OTHER,0.006405579330,2022
scb_2022M05,PRIMARY_POSTERIOR_MEAN_RAKED,S,S,0.864939130948,2022
scb_2022M05,PRIMARY_POSTERIOR_MEAN_RAKED,S,SD,0.023151005428,2022
scb_2022M05,PRIMARY_POSTERIOR_MEAN_RAKED,S,V,0.036521745626,2022
scb_2022M05,PRIMARY_POSTERIOR_MEAN_RAKED,SD,C,0.000000000001,2022
scb_2022M05,PRIMARY_POSTERIOR_MEAN_RAKED,SD,KD,0.029386265771,2022
scb_2022M05,PRIMARY_POSTERIOR_MEAN_RAKED,SD,L,0.000000000001,2022
scb_2022M05,PRIMARY_POSTERIOR_MEAN_RAKED,SD,M,0.094984824383,2022
scb_2022M05,PRIMARY_POSTERIOR_MEAN_RAKED,SD,MP,0.005543199804,2022
scb_2022M05,PRIMARY_POSTERIOR_MEAN_RAKED,SD,OTHER,0.030494838787,2022
scb_2022M05,PRIMARY_POSTERIOR_MEAN_RAKED,SD,S,0.037522183507,2022
scb_2022M05,PRIMARY_POSTERIOR_MEAN_RAKED,SD,SD,0.797342600141,2022
scb_2022M05,PRIMARY_POSTERIOR_MEAN_RAKED,SD,V,0.004726087606,2022
scb_2022M05,PRIMARY_POSTERIOR_MEAN_RAKED,V,C,0.000000000001,2022
scb_2022M05,PRIMARY_POSTERIOR_MEAN_RAKED,V,KD,0.006600240351,2022
scb_2022M05,PRIMARY_POSTERIOR_MEAN_RAKED,V,L,0.000000000001,2022
scb_2022M05,PRIMARY_POSTERIOR_MEAN_RAKED,V,M,0.008210920202,2022
scb_2022M05,PRIMARY_POSTERIOR_MEAN_RAKED,V,MP,0.028299705340,2022
scb_2022M05,PRIMARY_POSTERIOR_MEAN_RAKED,V,OTHER,0.011084455716,2022
scb_2022M05,PRIMARY_POSTERIOR_MEAN_RAKED,V,S,0.198687601316,2022
scb_2022M05,PRIMARY_POSTERIOR_MEAN_RAKED,V,SD,0.016137600340,2022
scb_2022M05,PRIMARY_POSTERIOR_MEAN_RAKED,V,V,0.730979476733,2022
scb_2022M05,PUBLISHED_POINT_RAKED,C,C,0.556953493505,2022
scb_2022M05,PUBLISHED_POINT_RAKED,C,KD,0.017390219922,2022
scb_2022M05,PUBLISHED_POINT_RAKED,C,L,0.046005468873,2022
scb_2022M05,PUBLISHED_POINT_RAKED,C,M,0.099394235095,2022
scb_2022M05,PUBLISHED_POINT_RAKED,C,MP,0.010674134851,2022
scb_2022M05,PUBLISHED_POINT_RAKED,C,OTHER,0.011653205718,2022
scb_2022M05,PUBLISHED_POINT_RAKED,C,S,0.240630022439,2022
scb_2022M05,PUBLISHED_POINT_RAKED,C,SD,0.008219971797,2022
scb_2022M05,PUBLISHED_POINT_RAKED,C,V,0.009079247801,2022
scb_2022M05,PUBLISHED_POINT_RAKED,KD,C,0.052840243240,2022
scb_2022M05,PUBLISHED_POINT_RAKED,KD,KD,0.494283035126,2022
scb_2022M05,PUBLISHED_POINT_RAKED,KD,L,0.021564059855,2022
scb_2022M05,PUBLISHED_POINT_RAKED,KD,M,0.245328781956,2022
scb_2022M05,PUBLISHED_POINT_RAKED,KD,MP,0.008168600554,2022
scb_2022M05,PUBLISHED_POINT_RAKED,KD,OTHER,0.028537134749,2022
scb_2022M05,PUBLISHED_POINT_RAKED,KD,S,0.079425044410,2022
scb_2022M05,PUBLISHED_POINT_RAKED,KD,SD,0.062905019572,2022
scb_2022M05,PUBLISHED_POINT_RAKED,KD,V,0.006948080537,2022
scb_2022M05,PUBLISHED_POINT_RAKED,L,C,0.114498189014,2022
scb_2022M05,PUBLISHED_POINT_RAKED,L,KD,0.021533336434,2022
scb_2022M05,PUBLISHED_POINT_RAKED,L,L,0.396053007417,2022
scb_2022M05,PUBLISHED_POINT_RAKED,L,M,0.223389713652,2022
scb_2022M05,PUBLISHED_POINT_RAKED,L,MP,0.029307668918,2022
scb_2022M05,PUBLISHED_POINT_RAKED,L,OTHER,0.000000000001,2022
scb_2022M05,PUBLISHED_POINT_RAKED,L,S,0.199097125192,2022
scb_2022M05,PUBLISHED_POINT_RAKED,L,SD,0.016120959370,2022
scb_2022M05,PUBLISHED_POINT_RAKED,L,V,0.000000000001,2022
scb_2022M05,PUBLISHED_POINT_RAKED,M,C,0.019863052767,2022
scb_2022M05,PUBLISHED_POINT_RAKED,M,KD,0.048797216133,2022
scb_2022M05,PUBLISHED_POINT_RAKED,M,L,0.021101581978,2022
scb_2022M05,PUBLISHED_POINT_RAKED,M,M,0.747901940915,2022
scb_2022M05,PUBLISHED_POINT_RAKED,M,MP,0.004196540799,2022
scb_2022M05,PUBLISHED_POINT_RAKED,M,OTHER,0.004581462939,2022
scb_2022M05,PUBLISHED_POINT_RAKED,M,S,0.071351013288,2022
scb_2022M05,PUBLISHED_POINT_RAKED,M,SD,0.078637680926,2022
scb_2022M05,PUBLISHED_POINT_RAKED,M,V,0.003569510255,2022
scb_2022M05,PUBLISHED_POINT_RAKED,MP,C,0.036891647612,2022
scb_2022M05,PUBLISHED_POINT_RAKED,MP,KD,0.000000000001,2022
scb_2022M05,PUBLISHED_POINT_RAKED,MP,L,0.027407896468,2022
scb_2022M05,PUBLISHED_POINT_RAKED,MP,M,0.045885468175,2022
scb_2022M05,PUBLISHED_POINT_RAKED,MP,MP,0.468918039841,2022
scb_2022M05,PUBLISHED_POINT_RAKED,MP,OTHER,0.013108692158,2022
scb_2022M05,PUBLISHED_POINT_RAKED,MP,S,0.324361185580,2022
scb_2022M05,PUBLISHED_POINT_RAKED,MP,SD,0.009246647012,2022
scb_2022M05,PUBLISHED_POINT_RAKED,MP,V,0.074180423152,2022
scb_2022M05,PUBLISHED_POINT_RAKED,OTHER,C,0.000000000001,2022
scb_2022M05,PUBLISHED_POINT_RAKED,OTHER,KD,0.046087404830,2022
scb_2022M05,PUBLISHED_POINT_RAKED,OTHER,L,0.000000000001,2022
scb_2022M05,PUBLISHED_POINT_RAKED,OTHER,M,0.056683962952,2022
scb_2022M05,PUBLISHED_POINT_RAKED,OTHER,MP,0.068700634175,2022
scb_2022M05,PUBLISHED_POINT_RAKED,OTHER,OTHER,0.504622482887,2022
scb_2022M05,PUBLISHED_POINT_RAKED,OTHER,S,0.070649488142,2022
scb_2022M05,PUBLISHED_POINT_RAKED,OTHER,SD,0.052905203395,2022
scb_2022M05,PUBLISHED_POINT_RAKED,OTHER,V,0.200350823618,2022
scb_2022M05,PUBLISHED_POINT_RAKED,S,C,0.013673292281,2022
scb_2022M05,PUBLISHED_POINT_RAKED,S,KD,0.006782785809,2022
scb_2022M05,PUBLISHED_POINT_RAKED,S,L,0.005447200791,2022
scb_2022M05,PUBLISHED_POINT_RAKED,S,M,0.028602187958,2022
scb_2022M05,PUBLISHED_POINT_RAKED,S,MP,0.014444035764,2022
scb_2022M05,PUBLISHED_POINT_RAKED,S,OTHER,0.006307558318,2022
scb_2022M05,PUBLISHED_POINT_RAKED,S,S,0.864526814899,2022
scb_2022M05,PUBLISHED_POINT_RAKED,S,SD,0.023358529133,2022
scb_2022M05,PUBLISHED_POINT_RAKED,S,V,0.036857595048,2022
scb_2022M05,PUBLISHED_POINT_RAKED,SD,C,0.000000000001,2022
scb_2022M05,PUBLISHED_POINT_RAKED,SD,KD,0.029815475260,2022
scb_2022M05,PUBLISHED_POINT_RAKED,SD,L,0.000000000001,2022
scb_2022M05,PUBLISHED_POINT_RAKED,SD,M,0.095114734984,2022
scb_2022M05,PUBLISHED_POINT_RAKED,SD,MP,0.005555590693,2022
scb_2022M05,PUBLISHED_POINT_RAKED,SD,OTHER,0.030325849416,2022
scb_2022M05,PUBLISHED_POINT_RAKED,SD,S,0.037635625951,2022
scb_2022M05,PUBLISHED_POINT_RAKED,SD,SD,0.796827227410,2022
scb_2022M05,PUBLISHED_POINT_RAKED,SD,V,0.004725496284,2022
scb_2022M05,PUBLISHED_POINT_RAKED,V,C,0.000000000001,2022
scb_2022M05,PUBLISHED_POINT_RAKED,V,KD,0.006765314283,2022
scb_2022M05,PUBLISHED_POINT_RAKED,V,L,0.000000000001,2022
scb_2022M05,PUBLISHED_POINT_RAKED,V,M,0.008320816187,2022
scb_2022M05,PUBLISHED_POINT_RAKED,V,MP,0.028938936598,2022
scb_2022M05,PUBLISHED_POINT_RAKED,V,OTHER,0.011009794096,2022
scb_2022M05,PUBLISHED_POINT_RAKED,V,S,0.198139776072,2022
scb_2022M05,PUBLISHED_POINT_RAKED,V,SD,0.016207555314,2022
scb_2022M05,PUBLISHED_POINT_RAKED,V,V,0.730617807447,2022
