transition_id,model,county_id,weighted_mae,weighted_observations
2018_2022,T1_no_point_shrinkage_raked,06,0.019587832572,1388394
2018_2022,T1_no_point_shrinkage_raked,07,0.019294183668,625284
2018_2022,T1_no_point_shrinkage_raked,08,0.020021717674,1222731
2018_2022,T1_no_point_shrinkage_raked,09,0.017420116447,336528
2018_2022,T1_no_point_shrinkage_raked,10,0.018347892383,710919
2018_2022,T1_no_point_shrinkage_raked,12,0.021106473512,5102766
2018_2022,T1_no_point_shrinkage_raked,13,0.018187010020,775053
2018_2022,T1_no_point_shrinkage_raked,14,0.019185664105,5461776
2018_2022,T1_no_point_shrinkage_raked,17,0.020635060293,1393164
2018_2022,T1_no_point_shrinkage_raked,18,0.021303558115,1056843
2018_2022,T1_no_point_shrinkage_raked,19,0.017617799905,1444428
2018_2022,T1_no_point_shrinkage_raked,20,0.022120554351,1352628
2018_2022,T1_no_point_shrinkage_raked,21,0.018782937524,1392777
2018_2022,T1_no_point_shrinkage_raked,22,0.022136096067,849609
2018_2022,T1_no_point_shrinkage_raked,23,0.021486297586,622431
2018_2022,T1_no_point_shrinkage_raked,24,0.018787086203,859455
2018_2022,T1_no_point_shrinkage_raked,25,0.019699001497,851994
2018_2022,T1_nonparty_poll_point,01,0.022708693194,8639667
2018_2022,T1_nonparty_poll_point,03,0.023487008758,1306485
2018_2022,T1_nonparty_poll_point,04,0.018753473621,962316
2018_2022,T1_nonparty_poll_point,05,0.020480717334,1462167
2018_2022,T1_nonparty_poll_point,06,0.020840453534,1388394
2018_2022,T1_nonparty_poll_point,07,0.020266478162,625284
2018_2022,T1_nonparty_poll_point,08,0.020872915333,1222731
2018_2022,T1_nonparty_poll_point,09,0.017704742060,336528
2018_2022,T1_nonparty_poll_point,10,0.019554287222,710919
2018_2022,T1_nonparty_poll_point,12,0.022985836957,5102766
2018_2022,T1_nonparty_poll_point,13,0.020029279110,775053
2018_2022,T1_nonparty_poll_point,14,0.020043842113,5461776
2018_2022,T1_nonparty_poll_point,17,0.020857792254,1393164
2018_2022,T1_nonparty_poll_point,18,0.022003459971,1056843
2018_2022,T1_nonparty_poll_point,19,0.018339217890,1444428
2018_2022,T1_nonparty_poll_point,20,0.022765008161,1352628
2018_2022,T1_nonparty_poll_point,21,0.019319725290,1392777
2018_2022,T1_nonparty_poll_point,22,0.022084914668,849609
2018_2022,T1_nonparty_poll_point,23,0.021078102872,622431
2018_2022,T1_nonparty_poll_point,24,0.018887637353,859455
2018_2022,T1_nonparty_poll_point,25,0.019991995132,851994
2018_2022,T1_previous_party_hierarchical_raked,01,0.021101638900,8639667
2018_2022,T1_previous_party_hierarchical_raked,03,0.022182407789,1306485
2018_2022,T1_previous_party_hierarchical_raked,04,0.018208971805,962316
2018_2022,T1_previous_party_hierarchical_raked,05,0.019932242385,1462167
2018_2022,T1_previous_party_hierarchical_raked,06,0.019493074567,1388394
2018_2022,T1_previous_party_hierarchical_raked,07,0.019327867000,625284
2018_2022,T1_previous_party_hierarchical_raked,08,0.020017050401,1222731
2018_2022,T1_previous_party_hierarchical_raked,09,0.017210306558,336528
2018_2022,T1_previous_party_hierarchical_raked,10,0.018422230761,710919
2018_2022,T1_previous_party_hierarchical_raked,12,0.021076196941,5102766
2018_2022,T1_previous_party_hierarchical_raked,13,0.018157743635,775053
2018_2022,T1_previous_party_hierarchical_raked,14,0.019144061826,5461776
2018_2022,T1_previous_party_hierarchical_raked,17,0.020679045551,1393164
2018_2022,T1_previous_party_hierarchical_raked,18,0.021319101891,1056843
2018_2022,T1_previous_party_hierarchical_raked,19,0.017722432545,1444428
2018_2022,T1_previous_party_hierarchical_raked,20,0.022115409421,1352628
2018_2022,T1_previous_party_hierarchical_raked,21,0.018843815772,1392777
2018_2022,T1_previous_party_hierarchical_raked,22,0.022191419086,849609
2018_2022,T1_previous_party_hierarchical_raked,23,0.021494380806,622431
2018_2022,T1_previous_party_hierarchical_raked,24,0.018797319472,859455
2018_2022,T1_previous_party_hierarchical_raked,25,0.019760540342,851994
2018_2022,T1_published_point_raked,01,0.021222699420,8639667
2018_2022,T1_published_point_raked,03,0.022353609431,1306485
2018_2022,T1_published_point_raked,04,0.018159142632,962316
